21,"1) Large size, takes up room in your laundry space2) Hard to reach the bottom of the machine unless you have very long arms and I’m 5'7""3) The wash programs are way too long, 2 Hours for towels?  1.5 Hours for Eco Cotton? This is supposed to be a water saving and economic machine.  Not with wash cycles of this length.   The cycle’s programmes being too long which costs more electricity4) Fast Wash only does a light spin and leaves the clothes too wet to put into the dryer so you need to do an extra spin.5) Being a large machine, I have found with this machine I constantly had to check how much water the machine had put in as a lot of time there was not enough water to cover the clothes.  If you only have a small load of washing, you need to use Eco Cotton if you intend to use your dryer otherwise you either have to an extra spin on fast wash as the clothes are too wet to dry in a drier.  Despite being able to adjust the water level, you are still ended up using quite a lot of water, as you need the water level to be high enough to cover the clothes6) With the water level issues it is not a machine you can set and walk away as you have to keep coming back to check it has correctly done what it was programmed to do and is washing correctly.7)  DO NOT WASH DOONA'S DUVETS OR ANYTHING OF THAT NATURE.  I believe this machine has a design fault, and when I washed one recently which was under the 9.5kg load for this machine.  The doona floated up during the spin cycle and got caught somehow.  The machine sounded like a car doing a burn out and was extremely loud.  The machine melted the plastic top of the machine above the stainless steel bowl and there was a strong smell of burning, and there is no safety cut out designed into this machine if an item of clothing gets above the water level. This is a fire hazard and just not safe."
22,"LG currently refused a warranty claim which is still in dispute and which I do not agree with.  They claim if you wash sheets or doona's in this machine and they quote from the Washing Machine Manual that the items have to be in a bag or netting because the item may float up.  Tell me where you can buy one of those? Also if you need to put an article of clothing into a bag, isn't that to protect the clothes and not the machine?  If that's needed why are they not supplied with this machine on purchase or an option to purchase?  Also if they have this instruction in the manual and say that an item ""may float"" then they are aware there is a design fault in this machine."
23,"LG's service technician’s inspection of my machine in regards to the warranty claim was to lift the lid.  That's it no other inspection.  They then took pictures of the damage, attempted to accuse me of washing something that the machine was not designed for this is how they assessed my warranty claim from that inspection."
24,"When LG were asked why this machine had no safety feature to stop the machine if an article of clothing goes above the water level, LG has no sensible answer. This machine is supposed to be an intelligent machine with SmartQ."
25,"DO NOT BUY THIS MACHINE!!  I personally think it has a design fault and LG know this, FROM MY EXPERIENCE IT’S A FIRE HAZARD."
26,I would not recommend this machine to my worst enemy and I certainly would not ever consider another LG product especially after this experience and the attitude and treatment by LG.
27,Not overly impressed with this machine. The wash cycle takes forever. I have had multiple issues with the machine clogging up because of dog hair/fluff in the filter which took me forever to work out why the machine would simply turn itself off mid wash and full of water. Technicians were no help. I worked it out myself. Now I know I have to regularly pull plug out the back to remove any buildup which then fills the laundry with the water that is in the machine after the drain cycle. Not happy with the quality of the clothes that come out at the end of the cycle. I only have rain water which is put through filters so my water quality is excellent. I would much rather use an old twin tub than this shiny new expensive waste of money.
28,"Negatives are just too numerous. VERY LONG wash cycles, no manual programming for shorter cycles. Power outage means one hell of a headache to resume/finish that cycle, twists and tangles everything throwing it out of balance and no safety out of balance stop. No soft close lid anymore just slams shut, very noisy and rattly.Controls at front never have been a good idea on any appliance.Never had an LG anything before this and an LG fridge bought at same time.(also crap) and will not ever have anything LG again."
29,I bought a LG top loader as my daughter had one for over ten years and it was brilliant. This machine regularly doesn’t allow hot water in. Repair man said it was because our hot water was too hot or pressure too great!!  Suggested we purchase a hot water regulator
30,"I put day to day clothes all fabric types, kids, hi vis work clothesEasy to use, settings and functions, i use a variety of the options and cyclesGentle on delicatesIf i need to do a quick or longer cycle i have the optionI am pleased with the overall performance of the product"
31,We wanted this machine for quite a while before finally buying it. Its great - it cleans so very thoroughly and spins out very dry for a top loader. I love the clear lid - I can see whats going on and adjust as necessary. It almost never goes off balance like my old one and looks good as well
32,"Bought my washing machine based on the fact it has no agatater which  allows for easy loading of clothes & less creasing on completion of wash . I have done a queen size Dooner  in it with very good results . so happy I made this wise purchase ,& would recommend it to all my friends"
33,"I purchased an LG washing machine 10kg over 10 years ago and I have had no problems with it since. LG may generally be slightly more expensive than other brands, but in my opinion a wise choice, I used to be a fischer and paykel on all brands but having an LG clothes washer for so long with so many different settings although I only use one setting and just let it run. It runs for just under an hour and I find that it cleans my clothes, towels, blankets etc,  sanitises and conditions them and spin dries them very well and  when they are hung out to dry, dry in a very short span of time.For convenience the large 10kb capacity allows me to simply load my machine with general everyday items of a weekly wash for 2 persons and the wash is done in just under an hour.I have never washed my good clothes and delicates preferring to hand wash although there are several settings on my machine for this together with soaking. I just never trust machines to perform those tasks preferring to always hand wash since my very first washing machine, I think it was a singer wringer tub back in the 60's.So Kudo's to LG for an amazing reliable washing machine."
34,After pulling out my hair with our Simpson for years I finally decided to try this machine and haven't looked back since. It is super easy to use and oh so quiet.I think our clothes are finally getting a decent wash too. LG have a customer for life if it keeps going the way it is.
35,"we have had this machine for 2 years - not really happy with water use  - HATE the fact it ties clothes up into knots - then the PUMP STOPS WORKING.....a few days of trying to problem solve, a few more trying to work through the LG support service....3 times now i have had to ""Bail out"" the drum of water i cant get out any other way - Buying a F&P - never again - feel bad for the environment that 2 years it is crap, but cant go any longer going to laundromat to get washing done!!!"
36,We purchased this as I didn’t want a front loader and so far so good.
37,I find there is a lot of washing options which is great and it takes loads of clothes. The only thing I would say is that it is a touch louder than a front loader but only marginally.
38,So far very happy
39,"We got the Direct Drive 7.5 top loader, it is very high tech so took us a few test loads to work how to get the optimal water level, but once we know the setting we're after it is much better than our previous top loader/front loader washing machines.1 This clean and rinse well.  you have to choose wash at least 10 minutes if you have a big load.2 we only got it around 2 month so can't tell if it wears out cloth3 we live in a unit with laundry in the bathroom, and this machine is quiet enough (even in spin cycle) for us to sleep in the morning so Yes  it is quiet.  (when you pick washing machines at the store you can try to shake the drum, the support mechanism for this drum is very good so it is hard to move, which means the drum spins in the middle instead of hitting the side of the washer.4. Don't have a favorite feature, just like the quietness of the washer  :)"
40,I got extended warranty at Bing Lee as well so i am all good.
41,"This machine is the worst ever. It leaves cloths more dirty than you put them in. Covered in lint, fluff and scrud. For which LG suggests your run a clean tub program of 3 hours every 10 washes or so. If only it worked/helped. It does not. And that is after LG replaced the motherboard as the machine before destroyed cloths by twisting them together and tearing them apart. The Worst Ever."
42,We're not a fan of LG products but we bought this cloths washer because it was on sale and had a nice display panel. Loads of cloth options and also huge amount of room for super large baggy cloths or bed sheets and blankets or if like us you have a large family it takes a huge load.
43,"I was a bit sceptical when I was about to purchase this as I just had a LG issue with a purchase - a different company prior to that. Now,  I am loving it as I was previously using the old model of the same product which just got broken - have lasted for a long time though."
44,"This attractive looking machine stands proudly in the store with a great big stick on its front stating its fantastic for lint removal. Um, yeah not its not. Nicce to look at, reasonably quiet and has most cycles and features you'd expect from a washing machine designed for a big family. On the downside not only is it crap at removing lint with its monstrous size lint filters, but im starting to think it might actually have a secret lint making compartment. You'll  never wear black again."
45,"Works very well, it is very gentle on clothes, I like the easy cleanable lint catchers, I also like the fact that while the machine is filling you can add detergent etc. the only issue is the programming which I think is bit complicated. The machine runs very quietly that is good."
46,Had initial problems setting up the wifi feature as I couldn't find the password. LG took 4 days to get back to me with someone who knew what to do. My current problem is that it doesn't drain at the conclusion of a delicates cycle - am waiting for LG to get back to me a solution. Another problem is that despite the booklet saying you can set the soak time the machine seems to only do 30 mins - absolutely useless for baby clothes. I feel like it has less functions than my old Fisher and Paykel but there is nothing I can do about that!
47,So 3 weeks later I'm still waiting for LG to sort out this machine. A technician has been out and said it wont drain after the delicates cycle and to get it to empty I need to run another cycle - not happy! What a waste of my electricity and water!
48,So the soak - one technician advised just to do the load several times until the washing is clean. Totally defeats the purpose if it going to drain out the soaking solution. Still waiting (with a load of baby clothes waiting to be washed in the machine)!!
49,Technicians advise they will call by a set time - simply doesn't happen. This has happened numerous times and is very frustrating!!
50,"I'm in love with my new LG its stylish yet perfectly compact for my little laundry and smart. Ive never seen a washing machine spin as fast and as quiet as this, not waking my kids anymore i'm back to doing my washing of a night again. Awesome yet again LG."
51,"This washer does do a good job and clothes are cleaned well, but the big disadvantage for us living on tank water is that it weighs the load before it decides how much water to use. This means that any wet clothes that you might have had soaking, or very damp towels, make it use more water. It also means that you can't tip in buckets of water collected as the shower heats up.  You can adjust it to a manual wash but I have to get the manual out every time to do this. Plus it makes you do a tub clean occasionally which uses water. I just wish it didn't decide water usage on its own."
52,Bought this machine 2 January this year and am nothing but problems with lint deposited on everything.
53,"I can wash say towels one day, and even 3 washes later, lint from towels is deposited on my clothes."
54,"LG want me to pay to have a tech come out and inspect the machine and if it is faulty, they will give me a remedy."
55,"I refused - told them that if there was no manufacturing defect, then it proves the machine is crap - and I will take it back to the store and say it's not fit for purpose and get a refund."
56,"This may turn out to be a long process, but judging from comments here, I'm not alone with a lint problem so it's an issue and LG would be aware of it."
57,This top loading machine is performing well and very quiet. It has many water levels  and washing cycles to choose. The normal cycle is very long so I ussualy chose the quick wash. One problem with the machine is that the machine is very deep you have to make sure that you are comfortable to reach the cloths at the end before you buy the machine.
58,As per Zoso I also called to have my machine's glass lid fixed under warranty and was told I had misused the washer. I called Consumer Affairs who said the words 'safe' and 'durable'. Their glass lids are clearly not durable!. I will continue my demand for a free replacement. I rated this company policy as 'terrible' but the machine itself is in my opinion excellent.
59,To get the only negative out of the way quickly unless you are over 170cm tall it is hard to reach the bottom of the wash tub.However positives are that there is no agitator so it can take large items like pillows or duvets reasonably easily and do a good cleaning job. Lots of functions which are easy to set and change to your requirements.I like the clear glass lid so you can see what is going on.After having had a F&P for 15 years I was anxious changing brands but to this point in time no complaints.
60,"Really happy with this purchase. Very quiet and has a glass lid that you can see through. Auto weighs the load and selects the water level (you can adjust it if you need to). You can also add items in after its started which is really handy. I like that it doesn't have an agitator, and haven't had any problems at all with clothes getting tangled up (I do use a lingerie bag for stockings and other delicates though). I find it a little bit small to be able to fit a queen size doona cover plus a full queen sheet set and pillowcases all together in one load. Otherwise very happy with the 7.5kg size. Very happy with the way the clothes come out. Clean, no stains from any build up etc. I'd happily recommend to friends and family."
61,"Washes ok, not particularly good or bad. Does seem to leave lint all over the clothes and doesn't leave them very dry after the spin cycle. The machine also can leak if not set to the right angle (not actually level) as spray during the rinse cycle can bounce off drum and down the inside of the machine on to the floor. Most disappointed to discover that the manual cautions you to never wash any waterproof or water resistant items in the machine. So no parkas, mattress protectors, ski clothing ... Pretty useless."
62,Rinse and dry clothes perfectlyLess wrinkles on clothesIt's relatively loud when rinsingVery engery efficientPerfect size for one big loadClothes do not wear out at allIt has all little functions like you can choose or adjust water level depending on how big your load is;  easy adjusting time ; many options for washing;
63,"I have had MANY washing machines over my life- this is the most expensive and the WORST!-- Does NOT wash cleanly, leaves lint all over clothes, does NOT go through spin cycle,- off balance! NO short- quick cycle. 55 mins, and only allows low water level. Disgraceful!! Also- bowl too deep for normal people!AND- twists clothes up- I cannot afford another machine- I am stuck with this!!it does not allow for manual override of settings, so there is NO control of this machine.I have to stay close by to watch - as spin cycle stops, and starts filling water again, which is not good, especially on tank water.sometimes 1 load of washing can take 2-3 hours!! This is SO frustrating and disappointing!!!"
64,This machine is fantastic. Cleans clothes beautifully without tangling them.  Also very quiet to run.  The only issue I have is the length of the cycles.  I have had an LG prior to this one and decided they are such good machines that I would purchase only LG this time.
65,Recommended tub cleans 5 hours! Filter at the back on bottom of machine. Lint on clothes! Worst machine ever. LG spokesman said they could send me some troubleshooting ideas! Very disappointed. Would never recommend this machine to anyone. Even the cycles go fircway too long ... never again.
66,"A sturdy washing machine that cleans and rinse well! We wash our clothes and baby clothes separately. So far, everything has been holding up well. In terms of loudness, it is as loud/quiet as any other washing machine, I think. However, there are times when we wish the wash cycle can be quicker because time management is so important with newborns in the family."
67,Tangles clothes and covers everything in lint and doesnt clean well at all never puts enough water in hard to reach the bottom of machine and the stupid lint filter is at the back so u have to pull the whole machine out to get at it impossible by myselfregret buying this machine
68,Filter on bottom back of machine making it hard to get to. Even after cleaning filter clothes are still covered in fluff. When washing clothes it hardly even moves so I don’t think they are getting washed properly. Going back to a front loader. A lot easier to use and get a cleaner wash with no fluff.
69,"I absolutely LOVE, LOVE, LOVE this washing machine!"
70,"After seven years of despising my front loader, I was adamant that when the piece of junk finally died I would return to a top loader. Having no experience with a top loader with no agitator, I wasn’t too sure what to expect. However, so far I am stoked with the results. My clothes haven’t felt this clean in years. It evens cleans smelly old dog blankets to the point that there isn’t so much as a whiff of that gross doggy smell. The capacity is also large enough to handle queen sized doonas without any dramas."
71,This machine is quiet enough that I can do loads at any time of the day or night without disturbing anyone (important when you like to wash at midnight and live in an apartment complex). The song that plays at the end of a load is also relatively quiet and only plays once (a big plus for me).
72,My only gripe is that there is no wool cycle which is annoying as hell but that was my bad for not paying attention to the various cycles in the specifications. I simply just wash my woollens on a warm cycle without the rinse cycle and then hand rinse in warm water.
73,"Also, to the people who have experienced tangling, I would suggest increasing the water level on the load. I have only ever experienced tangling when I’ve tried to be stingy with the water levels. When I am a little more generous with said levels, I don’t get the tangles."
74,"As always, Appliances Online made for a fantastic buying experience."
75,It’s top-lead washing machine.We used to front-door washign machine but it wasn’t cleaner than top-lead washing machine.It’s quite quick and we can get quite nice result.I just used to use standard course (cotton and quick)It’s not loud and it doesn’t disturb my other tasks.It’s capacity is 9.5kg so we can wash our blankets and a lot of laundry.I think our family love this washing machine.
76,"The slow release lip function is great. It is quiet and clean. The circular hard filters are also easy to clean. It is also very gentle on the clothes by using the right cycle. However it is still a bit too small to wash the big blanket, I wish I have bought the 9.5kg model."
77,"This washing machine is alright, quiet, and perfect for small family. It has a control panel which allows you to select your mode easily. Even for the water level, so you can save some water when required and when you are washing less clothes. Price is reasonable around 700 AUD."
78,I love this machine. Especially that there is no agitator clothes don’t get tangled around the agitator because there is none! But it cleans everything really well love the turbo air drying it’s great in winter. Also love that there are no messy filters to clean and it lets me know when I am due to do a tub clean which takes a while so my advice is to let it do it over night or on a day your not going to be washing.
79,"clear cover，less noise than my previous one. Not clean well, but reasonable. some clothes I have to sork it and hand cleaning. One thing I don’t like it, when I chose cold water only, the system still go hot water and cold water.over all , the machine is functional, I paid 500 aus dollars for it."
80,I have owned 2 LG top loaders. It's working well after 5 years and I absolutely love the quick wash fuction which only takes 30 minutes. And I used the quick wash a lot because I have a little one why I do the washing in a daily basis. Highly recommended
81,"This machine is not loud, and it does a good job cleaning my clothes. Drying is average. It is quiet and I forget that it is on. Which is not a problem because it turns off automatically after washes. The only down side is that it takes awhile to weigh the clothes"
82,This washing machine looks good and is very quit. Doesn’t jump around like my old one. Not having an agitator is fabulous for washing duvets however on some of the linger cycles certainly tangle the clothes eve though we were advised that this didn’t happen. Majority of the cycles are really long and the quick cycle whilst only just over half an hour only allows for a low water level limiting the items.
83,"I enjoy the slow release lid and the glass top.It washes well and the circlular hard filters are easy to remove, clean and have done well catching lint.The limit of wash choices is frustrating and the lid cannot be up whilst the water is filling which I liked from previous model.Our appliance had damage on the side from warehouse movement which we were unaware of until opening. We live hours from the shop and therefore either party were willing to pay returns. I would reccommend more packaging inside the box to prevent damage."
84,Wash’s great need to use quick wash as the Cotten wash takes over 2 hours. It’s very quiet and only beeps a short time when finished. I love the extra air dry feature so your clothes don’t take a long time to dry. I love that you can fit a large blanket in it and it will be washed
85,"Ok, so all washing machines work until they don't, right? Well this machine is no different, was great at washing clothes until it stopped working at 16 months old. What followed was the most harrowing experience of my consumer life, and is still not resolved."
86,"LG customer service is non existent. Worse than non existent, because it masquerades as a service. You will be able to speak to someone, they will follow a script perfectly acting as if they would like (and are able to) help you, however they and LG couldn't give a fig about repairing and subsequently replacing/refunding the machine."
87,"We have been waiting for almost 6 weeks now. Have had had no calls returned as promised, always having to call LG, and re-explain the situation. We have had to take off 5 separate days from work to wait for the service technicians. We have had LG order the wrong parts, lie to us and hang up on us when we were asking (ok probably demanding by the end) for them to either fix the machine, or replace it, or give us our money back so that we could buy another."
88,Instead we have been left in a pityless limbo with mounting piles of laundry and no help in sight.
89,"To summarise, avoid like the plague. These things will break eventually, even the $$ Bosch/F&P do, but if you can afford an extra $100 or two DO IT! Customer service is worth it. (My colleague had her Bosch break at the same time (2.5yr old machine) it was assessed and replaced all within 1 week.)"
90,"My suggestion AVOID. If you have one, call as soon as you have a problem, dont wait!"
91,"UPDATE:I sent through the ACCC letter of complaint and voila LG inform us that they have 'approved' for the Good Guys to provide us with store credit, waiting now to hear for how much. 24-48hrs."
92,"As soon as I bought lg washing machine and got installed, 24hrs later had a phone call from lg that the particular model needs an update service.. Why? It's brand new?! They came down and said needed to be adjust cause water gage didn't work properly! It seems to be sorted then I had my first wash and realised the machine did not clean my clothes.. I had make up on my top which (is water based) it normally gets clean from my old machine but twice went through this lg machine and both times it came out still dirty. Hand wash got it out immediately.. I've never hand wash until I got this lg machine. My baby had urine on the sheets and the machine did not wash it out. Hand washing again was more effective. I called up regarding the machine but got refused the warranty cause the machine is not faulty! Numerous times on call waiting from the Good guys, all of them told me to call up lg. I'm so upset spending this type of money and getting nothing in return. I'll never buy lg brand machine again ever! I'll never shop from The Good guys either! Fast to take your money but no help whatsoever."
93,I love this machine. It looks awesome and it washes so well. Very quiet and I love there is nothing in the middle of the barrel like old machines used to have so nothing gets caught and tangled. I am sure this is much gentler on your clothes too. I am impressed with the LG brand of products.
94,"Had it five months stopped spinning and rinsing took four weeks to get fixed , worked for three days and started doing it again, wont fill with water wont rinse wont spin. Never again LG Keeps saying hose is blocked starts a cycle and gets to 38 minutes and just keeps pumping, substandard machine."
95,"I bought this machine with high hopes and it started out ok. About 8 months into owning the machine I have had it repaired 3-4 times. The machine tub became loose somehow, and is super loud, and bangs around so much that it moves almost a metre away from the wall. The machine has now scratched sides from hitting the laundry tub whilst spinning violently. The repair guy has tried to resolve this problem twice already. It then also got the occasional error codes that it was not draining well, and a part needed replacing. Then after those repairs, the sensor immediately stopped working properly and would only land the water level at 1. So to wash a load properly I would need to stand by the machine, check its levels, and check in whilst draining and spinning to make sure the machine washed and stayed in place. Not really a justifiable use of time when I have kids and work!Now I'm being told the whole computer board needs replacing.Really!! I think I deserve a new replacement as 8 months with all of these problems, just means its a bad faulty machine!! Not happy LG..."
96,"Update: computer board was replaced, and the next day the same problems are happening. Machine sensor doesn't work. Very loud spin cycles with tub constantly loosening and machine moving roughly. I called LG explaining problems and asking for a refund, and I was told it would be brought to the attention of the manager and my call would be returned same day. One week later I'm still waiting for that call.I think its time to take consumer affairs action!"
97,"First wash took forever, just for towels 1hr 50min? Second wash I used the quick cycle and went out for a walk only to find when I got back it had stopped for unknown reason. Turned off and back on and it restarted. I have a weeks worth of washing to catch up on from having no machine and each cycle seems way too long plus twice it hasn't seemed to have added enough water and the instructions say you may have to adjust this.  What a pain!  They are quite deep and as a short person I find it hard to reach the items on the bottom. On the plus side, the clothes come out very soft, seems to use less water and detergent. I am getting used to the settings but the manual is not very good at explaining how to set your own wash so it has been trial and error. I hated in on day 1 but have since decided I do like not having an agitator in the way and we are making friends slowly!  You can fit lots in. The water level is a pain, as on occasion it doesn't seem to have filled enough. Takes some getting used to but I think I like it now and really happy with the softness of the clothes. Its very quiet, and I haven't even used the quiet cycle yet. Soft close lid is great."
98,"Clothes come out clean,  well rinsed out. Never damaged any clothes. Has a gentle cycle and quick wash. Really great washing machine. I have always been happy with this machine. Never had any faults or problems. I like how you have so many choices to wash with as well as the glass top to look on whilst its cleaning."
99,"The washing machine is a superb cleaner and the spin some times makes the clothes so dry that just in few hours its all ready to be kept in the wardrobe , my daughter likes the music at the end. she will walk around around the final rinse to hear it at the end . We have finally found what we needed in this master piece."
100,"It does not wash properly, often lint on everything. Clothes are not clean if they end up with more lint than when they went into the wash!!It shows an EO error that the filter needs clearing but you cant get to the filter....what is the point of that? 2nd service visit and I want to hear WHY this machine has so many problems (eg no unbalanced load error - just banging the bowl against the machine casing!. The lid inconsistently locks (it should) or not, the computer board was completey replaced at 12 months. I am very unhappy with this machine."
101,"It cleans Well and does not wear out or Damage any clothes, can be quite loud at times and it has the quick wash function which is handy, Favorite feature is that you can add on more by just pausing and adding more washing.The only problem is it tends to make loud banging noise if the machine is full, especially while washing heavy towels and Bed sheets, have to pick the right washing mode for every clothing, apart from that it is a great machine."
102,"Love this new lg no agitator great for clothes no tangle twisting, nice deep drum, a little to deep for me being short lolgreat finish, lots of washing choices.See through lid, soft close lid, Tells you when you need to do a clean basin wash.Easy to use touchpad."
103,"the clothes get cleaned ok but unless you increase the water level, they come out all crushed.  It is simple to use and sometimes the clothes still have marks on them, but that could be my detergent.  Today it is very hard to find a washing machine that rates as good as the old ones and lasts as long."
104,"Good washing Machine, I feel like my clothes are coming out much cleaner then with my previous model. Machine is quiet, easy to use. I really like that it has a quick wash option that still actually washes my clothes well. Also the 9.5kg is a great size for a family."
105,"The machine is worthless, a lot of LINT issues.  Also Support is terrible, they give you the run around and avoid any form of refund. Spent ages trying to trouble shoot, where the problem is the LG brand itself. The product has false advertising about auto lint removal! LG should be fine for false advertising and support goes to the Philippines where they don't care or respect their customer."
106,"The more they complicate the process, the easier it is to stuff up the works. The machine is simple enough to use, but it doesn't do a great job and for the brand and money paid, I expect it to be better.I have no idea why the machine has to dance a little jig before each and every wash, what the hell is that about? hy can't the machine just fill with water and start like they used to? The drum goes through this dance motion as if it has to limber up before a big match.I don't feel that it washes the clothes properly, and clothes regularly come out all knotted together. If that's what happens then how can clothes possibly be washed adequately?The timing is also completely off. Once you set it, the time can be 1 hour and 6 or 7 minutes etc, however several of those minutes are used while the machine fills. Another couple of minutes are used while the machine does this weird spinning action, (god knows what that's for), you then may be left with about 55 minutes of washing time which is so inaccurate it's laughable. Several times I've watched this machine allegedly washing clothes while the drum is hardly even moving. How can clothes be possibly washed in this manner. Then the timer may tell you that there's 35 minutes left, however come back and check on it 40 minutes later and it's still going. I watched this machine tell me that there is one minute left of its final spin and stood there for 3 minutes waiting for it to end. How long does 1 minute last in the LG world?Maybe I need to locate an old dial and set machine that clicks along when it goes through its various stages as I feel they washed clothes better and you had more control over how it operated. This thing is useless."
