"id" "content" "date" "star"
"1" 1 "This little stick-of-gum sized piece of hardware blows my mind. I did a fresh install of Windows 10 Pro onto it in mere minutes, and the system boots in a few seconds.If you're not in the know here's a NOTE:Make sure your system is utilizing the new UEFI platform rather than the old BIOS platform to take full advantage of the latest tricknology and all of its advantages. This means your system drive (where you install Windows) will have a \"GPT\" Volume rather than a \"MBR\" Volume. You'll have to boot into your UEFI interface, and turn off \"CSM\" likely under BOOT Options before installing Windows or directly afterwards as well as when you update your UEFI/BIOS. It's good to double-check the CSM setting stays off whenever you add another storage drive as well.If you type \"Disk Management\" in Windows start menu search box, double click to open screen, right click on your system drive, select \"Properties\", and choose \"Volumes\" tab, you'll see either \"GPT\" or 'MBR\" listed under \"Partition Style\".One last thing: Consider backing up your important stuff, and just fresh install your OP System making sure to use the UEFI/GPT platform; I've never had success converting an MBR System from the dark side over to the light side of the force unfortunately. But, I'm just a novice with little experience.5 year warranty, and as fast as you need. Samsung is hard to beat. " "July 30, 2018" "5.0"
"12" 12 "Good performance when it boots, unfortunately I think I got a defective unit. I've went through 3 motherboards and replaced every single component in my machine trying to make this reliable. It's 50/50 on successful booting. I have other SSD's that boot/perform well, just slower. This drive either needs a firmware fix, or the one I have is defective.Sadly, I've probably waited too long to do anything about it. I'd like to exchange it for another new one of the same model to see if it cures my booting woes, but I think I may have waited to long (blaming and replacing everything else in the system, only to come right back to the 970 Pro being the problem). " "December 9, 2018" "1.0"
"13" 13 "Bought this to replace a 128GB M.2 drive in a gaming laptop. Samsung provide tools for cloning which worked well form. Cloned the existing 128GB drive to a Samsung EVO 850 then installed the 970 PRO driver (again, from Samsung). Finally cloned the EVO 850 back to the 970 PRO. Worked perfectly - the laptop immediately booted with no issues. Finally installed Samsung Magician which manages the health of the SSD and gives you plenty of warning when the drive is beginning to wear out (600TBW on the 512GB drive, 1200 on the 1GB drive).The 970 PRO is one of the last to offer MLC technology which equates to superior wear over TLC. There was a huge difference in boot-up times over the stock 128GB M.2 drive that came with the laptop (almost 50% faster) so make no mistake, this is a fast drive. Probably the only thing better would be Intel Octane (at a much higher price point) " "July 22, 2018" "5.0"
"14" 14 "Picked up an new M2 SSD Hard Drive. I have 2 drives in my Dell 7710 laptop right now. The boot drive is a 256GB Samsung SM951 M2 drive. Older tech for M2 drives. I have a 2.5\" spinner 1TB Samsung Spinpoint M8 drive. I put this one into my computer to back up the boot drive.The M2 drive is getting full, I have less than 10% left before it's full so I decided to get another M2 drive. I've been eying the Samsung Pro 960 for a while now and it was about $325 for a 512GB. A bit on the expensive side. After waiting for some time a Pro 970 came out which was less expensive and faster. So I decided I'd do that one. I still waited, probably 4 months. The price kept coming down, going up and then down again. Finally it reached $170 and I got it.It showed up today and all I needed was an M2x2.5mm screw. Got one at the hardware store, it was 12mm long so I just cut it.Installed it in the laptop as my 3rd drive. Rebooted the computer, took a while for the Dell logo to come up. Figured it was configuring it. I expected a new hardware message, drivers loading etc. But it booted straight into Windows. I checked the files and no new drive. No joy for me.So I went into the Intel Rapid Storage Technology program which shows me what's going on with my drives. It didn't show up in there. Less joy.So I rebooted and went into the BIOS and it was listed there. Nothing to save because I didn't change anything. Rebooted. I checked for the drive and nothing. Went to the Rapid Storage program and it showed there. But all I can do there is RAID stuff, join drives, make arrays and such, but that's not what I wanted to do.So I went into disk management and it sees the drive also. I gave it a volume, assigned a letter and did a quick format. Now there was joy. I had my new drive.Before I did anything I checked out the speed with Crystal Disk Mark 5.And the new 970 M2 drive is 1.72x as fast as my old SM 951. I CDM5 my 1TB spinner just for fun and the results are just laughable.After that was time to clone the drive and swap the new drive to C: as the boot.I used Macrium Reflect to clone the drive. Took 25 minutes 22 seconds to clone the 256GB drive to the new 512GB drive. Rebooted into the BIOS and swapped the old drive to the new for the boot drive. Easy as placing a check mark in a box.Rebooted and it fired right up. I went to the disk management program to confirm that the new drive was the boot drive and it was.Mission accomplished. " "January 3, 2019" "4.0"
"15" 15 "Very fast drive, works well once configured.Please make sure to download the Samsung driver for NVME support, and make sure Write Caching is Enable for optimum performance.Once I got the setting correct it worked great.Also if you need to clone your existing hard drive Samsung offers free cloning software that worked well, as well as the Samsung Magician to ensure the drive is performing as expected. " "December 13, 2018" "5.0"
"16" 16 "Migrating the OS to this drive was not an ease ride. Samsung Magician did not recognize the drive, neither Data Migration, not sure if the issue was due to the NVME SSD to USB C Adapter that I used or what. Anyway, I used a program called \"EaseUS,\" after the OS was migrated, still I had issues getting Windows 10 to run. I have a recovery disk, so I ran a bunch of tools like diskpart, fixmbr, etc, etc. Still no luck. Finally I decided to boot Windows in safe mode, and basically I did not anything here, so I reboot Windows again, then it works!Of course, the computer boots very fast, I love it. The computer came with 256 MB Samsung M.2 NVME drive, but I was running out of space, so basically the only thing I gained here is more space. I see a little bit faster between this 1TB drive and the 256MB drive. " "November 29, 2018" "4.0"
"17" 17 "Installed on Win10 Pro, Asus X99 Pro, 64gb ram, 1080Ti GPU.Obviously very fast, but don't see any real world difference from my 1TB 850 Pro as far as boot times or programs loading times.Installed Samsung drivers. Getting 3656mb read and 24xx write.Same story when running Photoshop or Daz3d. Load times/ rendering, etc.Moral of this story,... If you are running a solid SSD save your money. If doing a new build or upgrading from a mechanical HD maybe worth it.For now I have have gained is bragging rights :) " "May 26, 2018" "4.0"
"18" 18 "I'm nervous - will this last long enough to be worth my while? I've lots plenty of SD-CARDs and SSDs due to the limited life-time on writes - but the speed and size of this was too good to bypass. However, I don't expect it to last a decade - if I'm lucky it's probably going to go bad after 3-4 years. So value for money is definitely not what it could be.It's easy to install. if you can install a standard SATA drive, you can install this. If your motherboard supports it, it's a very small single screw, gentle insert the card, and use the screw to \"lock\" in place (do not tighten it!). That's it. No wires to manage. Shows up as an ordinary drive. For Linux users, it will not be using the scsi simulator and hence not show up as /dev/sd* - but beside that, it's just like any other drive. On my systems udev makes it show up as /dev/nvme* " "January 19, 2019" "4.0"
"19" 19 "This is an upgrade from my previous M.2 SSD. I did have to buy an adapter to plug the new M.2 SSD into the PCIe slot. Then I simply downloaded the data migration and NVME driver from Samsung. 15 Minutes later the drive was cloned. Then I swapped the SSD's and fired up computer. It worked perfectly. So simple and everything works great.Remember anytime you clone a drive you should expect some little things to be a problem. For example, I run some software that has dongle security keys. I had to fiddle with those a little to get things working again but all in all I spent a total of about 1 hour on this swap.Excellent job Samsung " "August 15, 2018" "5.0"
"20" 20 "Using the 970 PRO in my Lenovo T480s. 8 second full boot. Couldn¡¯t love that any more even if I wanted to. Worth every penny. Productivity is truly at the maximum. I¡¯m only as slow as...my own brain can process information into a document or presentation. This has turned my machine from questionably laborious to undeniably and unmercifully fast.If you haven¡¯t used a Samsung SSD, you won¡¯t know how great this actually is. The 970 PRO is nearly 8x faster in all capacities than my 840 PRO, and that drive takes speed to a whole new level, even by today¡¯s standards. Compare the 970 to a standard issue HGST or WD drive (SATA III), it is up to 41x faster. " "July 27, 2018" "5.0"
"21" 21 "This is an excellent SSD. I migrated my system to the SSD and kept the original HDD for storage and non-static data. The speed and TBW rating on the 970 PRO is amazing. My computer starts up instantly, launches robust programs in less than three seconds, and can search an indexed library of nearly three thousand books and produce the results in less than two seconds. I will buy another for my desktop! " "May 18, 2018" "5.0"
"22" 22 "M.2 2280 SSD is the latest standard for fast storage on a PC platform. Looks like a stick of RAM but behaves like a solid state drive (SSD). Installed in my mainboard in about 3 minutes. It's actually easier to install than an old-fashioned SATA drive or SATA SSD. Windows 10 recognized it as a bootable device, and installed seamlessly. The real advantage here is the blinding speed. M.2 standard allows this \"drive\" to communicate with the memory bus far faster than older standards. Loading time for Windows at startup is a small fraction of what it would be on a standard SSD connected using a SATA cable. The only drawback is that M.2 drives are still pretty small by comparison to rotating platter SATA drives. So power users of M.2 technology will probably want to have a SATA drive or two in addition to the M.2 drive. Samsung is a leader in this technology, and nobody else seems to be offering better reliability or cost effectiveness. " "January 3, 2019" "4.0"
"23" 23 "I¡¯m new to these NVME drives but definitely knew I wanted to try one for a new build. I installed this on a Asus x470-I mini itx motherboard with R7 2700x and 16GB of Corsair LPX 3000MHz RAM. The board recognized it and installed windows on it very quickly from a USB 3.0 thumb drive.The speeds are incredible and I¡¯ve used SSD on my builds for the past 9 years and am blown away by how much faster these drives perform compared. The speed, physical size, and capacity are impressive and the price while higher than 2.5 inch SSD¡¯s are pretty reasonable for what you get in performance.This is the first build I¡¯ve used only solid state drives for all of my in build storage and this drive definitely helps to keep things snappy. If you¡¯re on a budget then there isn¡¯t a need to use this over a SSD. The real world performance you¡¯ll see is improved but the jump from HDD to SSD is already huge and enough for most. You¡¯ll be better off spending less and getting a TB in storage if you¡¯re on a budget. If you you¡¯re willing to spend a bit more then it is easy to recommend this drive. " "November 20, 2018" "5.0"
"24" 24 "I was going to wait for the 970 EVO 1TB to become available at MSRP but when I saw this one at its intended price I jumped on it. I was getting discouraged because after the launch of the Samsung 970 series, the 1 TB models seemed to be in short supply and if it was available, third party sellers were selling it well above MSRP. I previously had a 950 Pro 512GB drive that I purchased a couple a years ago and has served me well. Because of that, the transition to the 970 was very easy using the Samsung migration software. I had almost purchased a WD Black 1TB NVME drive at an unbelievable price but the seller ended up cancelling the sale. Regardless, I think I will be happier with this drive and it will be my OS drive for a very long time.This drive isn't for everyone. I wanted the best there is so I decided to purchase but to be honest I don't notice much of a difference from the 950 Pro in real world operations and for that matter its not much different of an experience from the Samsung SATA SSD 860 that I recently purchased. If you are into benchmarks, you will notice the difference right away.Before purchasing this I considered purchasing the HP EX920 1TB, the WD Black 1TB NVME, and the 970 EVO 1TB. If I had seen the 960 Pro 1TB at a deep discount, I may have ended up purchasing that. I think Samsung lowered their initial asking price for these 970 drives due to pressure from these other manufacturers.The delivery was smooth and even arrived one day earlier than originally expected " "May 19, 2018" "5.0"
"25" 25 "So I've been on the prowl for a new SSD to upgrade my early 2015 MBP from it's meager 256gb. I pulled the trigger and scooped this one up and the difference is night and day. I never full grasp how slow my older SSD was until I installed this joint.First off you'll need to get an adapter and this is the one that helped: https://www.amazon.com/gp/product/B01CWWAENG/ref=oh_aui_detailpage_o04_s00?ie=UTF8&psc=1Of the multitude of examples I looked for make the process seamless, honest the way i did it was fool proof and straight a ahead. First off, make sure you get a decent clone app (i.e. carbon clone) and a spare ssd that can handle the space you'll need to do the swap to the newer SSD. MAKE THE CLONE YOUR NEW BOOT DESTINATION. It's infinately easier than getting another usb, putting High Sierra on it, and dealing with the speed - CAUSE IT'S SLOW. Once I made the clone ssd the boot drive there was no lag - it was if the clone was the installed drive. Secondly, once you install this SSD into the MBP next (a priority for anyone who knows) format the newer SSD. Once that's done, you'll need to restart the computer and go through the process of \"restoring\" the drive by holding option during the restart process. Use your clone SSD as the source to restore your SSD and use the migrate data function. Next, wait. It took about an hour or so for the migration to take place. More than likely, it's due to how much your moving over.I never had the issue of my computer with going to sleep and I occasionally have the issue when I restart the computer, where it take a while or doesn't fully restart but so far so good. " "September 8, 2018" "5.0"
"26" 26 "This is the perfect size of storage for my SFF PC since I don't have too many games on Steam or any other file storage going on. These have also become cheaper, as only a couple months have gone by since this purchase. Great buy.EDIT: I'm writing this edit a couple months in and I'm getting bsod upon logging in. Not sure how this could happen since I was not browsing the web the night before, did not download any new games, or alter any files either. It has just decided to fail and give me the bsod every time with a new file showing up as corrupted. Windows recovery has also been pretty much useless. Until I can figure out anything further and do some more research, I'm assuming the SSD has gone bad. I will continue to update. " "August 31, 2018" "5.0"
"27" 27 "I remember buying my first sata ssd and being blown away with how fast it was compared to my old sata hard drive, now I've been blown away again. The speed of this thing is insane. Boot up is less than 10 seconds, games like Wolfenstein and Shadow of War load up quickly and smoothly, media located on the same drive pulls up instantly.There is no waiting, no hesitation. If it were any quicker, it'd load things before I thought of it.Installation was a breeze, though I had to remove my video card to get easier access to the M.2 slot. For a new build it would be much easier. And because it slots onto the board, there is no cable management to speak of. Laptop users should have a similar experience: pop it in the slot at a 30-40 degree angle, push it down, tighten down with a screw. Done. Windows installation took only a few minutes (installing from a usb).Next to my video card, this is the best money I've spent on my home desktop. " "January 3, 2019" "5.0"
"28" 28 "I have a Mid-2010 Mac Pro that needed an upgrade, and I am sure I did! I purchased a SilverStone Technology M2 to M Key PCI-E X4 Card ECM21 and it was plug and play. I used carbon cloner to migrate the file and I was done. Took me 20 minutes from start to completion.Mac pro set upCPU- dual 2.66 GHzRAM-64GBOWC 1TB SSDGPU- Sapphire Radeon Nitro+ RX 580 8GB GDDR5Baseline ResultsWrite - 219.9 MB/sRead - 266.7 MB/sResults after 1TB Samsung 970 ProWrite - 1431.4 MB/s (6.5x Faster)Read - 1510.4 MB/s (5.6x Faster) " "March 30, 2019" "5.0"
"29" 29 "This seller shipped fast, items exactly as described!More expensive than others, but very well worth the extra cost.Unlike spinner sata drives where you may be able to recover data if the drive fails. In my experience when an SSD drive failure, they are DEAD period, no chance to recover nothing. With that said, it is most important to buy the best SSD with the best track record you can afford - Samsung EVO/Pro's!Samsung is so confident of their SSD's, they give use a 5 year warranty, longest Samsung warranty available on any of their products I am aware of.I currently have 6 Samgung drives and will not buy any other brand; I'm not rolling in money here, and I spend my money wisely. So I chose to save up my money, alleviate the heart ache and get the best from the start! " "March 30, 2019" "5.0"
"30" 30 "First, my only gripe, which likely applies to all m.2 nVME drives. This was my first time installing one of these, and man oh man, it gives absolutely no positive feedback to let you know that yes, it is in the connector on your motherboard. Maybe it's my motherboard? I don't know. But I was a bit nervous turning it on the first time.Back to this beauty. I installed it on Gigabyte's Auros M B450 motherboard, and am running it along side 32gb of 3200 mhz DDR4 RAM (two sticks of G.Skill 16gb), and AMD's Ryzen 5 2600 3.6 ghz 6-Core CPU. Booting to the login screen of Windows 10 64-bit home takes about 12 second. Logging in take just a couple more seconds. From Sleep to awake, my maching take about 2-3 seconds to start up and get me to the login screen. It's insane.Additionally, I moved ~30gb of photos from a Crucial Sata III 2.5\" 250gb SSD to this drive in right around one minute. Mind. Blown. Love this thing! Next up, need a couple larger 2.5\" SSDs for photo storage. I'm definitely going with Samsung (likely the 860 EVO). " "February 15, 2019" "5.0"
"31" 31 "I can't give much on the speeds, they are super fast. But, I have two of these in my system, a system drive and a game drive. Both have held up under stress. My mobo manufacturer (ASUS) could have given better directions for install. You're best off taking the sticker off of these if you have a heatsink, duh. Then put some compound on them and put the heatsink on top of that, nobody is going to tell you that, of course, you should know that :) Get some Arctic Silver with these, you might need it if you have a heat sink for your \"drives\". " "September 2, 2018" "5.0"
"32" 32 "This NVMe M.2 Samsung 970 PRO is one of the best investments for a person who is in need or wanting very fast storage at a fairly affordable prive point. While using this 2280 mm SSD in the optimal slot on my motherboard, I can open and start editing video using Adobe Premiere Pro in a literal second or less. For anyone this would be an instant boost in your performance and productivity in terms of work flow. With the main installation of this product being to undo 1 screw minimum to 4 screws in my case (pc joke haha) the installation process is a sinch as you only need to attach the SSD to your motherboard and install the operating software for this storage go into your motherboard bios and identify that its a drive, then if not already partitioned using your windows or mac operating system just use the partitioning software and then drag and drop files in and on the drive (sounds like a lot of work but really only took me roughly 20 min. to complete with actually physical installation of the SSD). So in my use case and many others this would and is a great way to upgrade your storage of any system outfitted with an open m.2 slot. " "January 6, 2019" "4.0"
"33" 33 "So I got this because I have purchased a SATA samsung drive in the past, and it was a great upgrade to my PC. Everything just worked the user experience was amazing. So I decided to go for this drive. Now before I start the rant and list pro's and cons I want to point it out that I am treating this as a \"PREMIUM\" product, due to the price tag and everything else.1) Software: Im not sure if this is because they still have not figured it out or what, but how can a samsung software (samsung magician and samsung data migration) not be able to tell that the drive is SAMSUNG, even when it read the vendor ID correctly and the label from the drop down menu says samsung is beyond me. Wasted a lot of time on this. Finally got the cloning tool to work, only to see that it only cloned 2 of my 5 partitions. That's a no go, used another tool to clone my stuff, but again, premium product with vendor supplied software should work. If I wanted a product that doesn't need/get's firmware updates etc. and needs 3rd party software to get it up and running I would have gone for one of the $100 drives and saved the money, potentially gotten more storage too. Samsung drives need consistent firmware updates to maintain their performance that you paid a premium for and to patch bugs. If this is not an option, then there is no point in paying for that premium. On an NVMe drive you wont notice, as a normal user, the minor differences in read/write, what you pay for is ease of usability and reliability.2) Customer support: advertised as 24/7 (I dont really expect that so it's OK that it wasn't). Called them in, got bounced around a bunch until they told they can't help me.Pros: if you dont care about maintaining proper firmware on the drive or using samsung tools, and are content with this as a bare drive then it's a pretty decent drive for a year or two.3) Drivers: Due to the above two points I was unable to install the samsung NVMe driver, and had to resort to a generic microsoft driver, which does not give you an optimal drive performance, at which point there is no point in using this drive...Cons: If you are planning to use any of the samsung tools may want to go for one of the older models, hopefully those are supported better.Overall the HW performance was pretty decent, but the user experience was absolutely terrible. Maybe they are still working out the NVMe part of it? I dont know.Bottom line: It's a drive, it's still decent hardware, it's quite expensive for what it is. If the above points were fixed would have been a great product. Returned as unusable in my situation. " "May 18, 2019" "2.0"
"34" 34 "The first one of these I got was faulty. Amazon was really good about getting a replacement to me in a couple of days.I've installed it in a Lenovo T460s i5, which came with a M.2 SSD, that clocked in a OK-for-SATA 300-400 MB/sec. I swapped this 970 Pro in - and am seeing 1194-1496 MB/sec. I'm sure my i5 system (CPU* or bus speed) is now the bottleneck.*mobile i5 (both mobile i5 and i7 have 2 cores, 4 threads, unlike desktop versions) " "March 31, 2019" "5.0"
"35" 35 "It was a bit hard to install, but that was just due to my case and oversized graphics card, it probably wouldn't be as difficult in other cases. It wasn't a big deal whatsoever, though. The speed is really amazing, although I wish the one terabyte NVMe was cheaper, as I find myself keeping most of my games and such on my hard drive to save space, missing potentially huge improvements in loading times. One wonderful issue that has been resolved as a result of using this NVMe drive is USB 3.0 transfer speeds. Now I can finally transfer files at USB 3.0 speeds, without frequent and sudden drops or general low speed. I've noticed that even transferring files from my hard drive to a USB is faster now, which I can only assume is due to the fact that my Windows system isn't taking up any hard drive bandwidth by running on the hard drive as I read from it. " "October 30, 2018" "5.0"
"36" 36 "The fastest drive I've ever used, absolutely super fast! Must have an M.2 slot to install this as there's no SATA connection on this. Install the Samsung driver update directly from their website, install Samsung magician software, in the magician software select \"performance optimization\" the difference between a raw windows driver install and using the samsung drivers / magician software optimization was exactly 100,000+ IOPs and a read/write of 1,900+ MB/s that's after the samsung driver update and magician optimization. " "August 24, 2018" "5.0"
"37" 37 "honestly this is good and all, but I should have bought the 1 tb 860 evo or pro, for the same price, but would get almost twice as much storage. though this might be faster, not that much of a difference when loading. Gaming, yes. But given the fact that I could get 1tb for same price but slightly less performance, I would. Don't get me wrong though, this is a really great ssd. " "July 13, 2018" "4.0"
"38" 38 "I tried the Intel Optane 900P (twice) and each time encountered persistent instability issues (despite trying the current driver version, alternative driver versions various installation options, different mobo slots, etc.). The Optane 900P was faster, but if it blue screens periodically (once every day or so), randomly, that's no good.While being slower than the 900P, this is still quite fast for what's available in the consumer market. Most importantly, it's reliable. Bonus points for being very easy to install and get going. " "August 11, 2018" "5.0"
"39" 39 "You're already here reading this, just buy it. It is crazy fast, and aside from a video card will be the best performance upgrade you will make. It's totally worth it, just spend the money.No complaints from me whatsoever. Everything loads close to instantly. Total start up time is dependent on how long it takes me to type my password. Highly recommend this drive for performance. " "September 14, 2018" "5.0"
"40" 40 "It works! It's fast! Haven't run any benchmarks, don't plan to. I think this is basically a \"binned\" 970 Evo. I wanted a 1TB SSD for my laptop because I wanted to add a dual-boot linux installation to my hard drive. I chose this because some of the advertising claims are that it has a longer durability, which I could use in this laptop because I plan on keeping it for a long time. Having this let me clone my old windows to this drive using parted magic, expand that partition a bit, and install linux on the remaining space. It was instantly compatible and everything has worked effortlessly. " "February 18, 2019" "5.0"
